location,society,total_sqft,price,bath_processed,balcony_processed,availability_encoded,area_type_encoded,size_cleaned
Belathur,Viiniai,1050.0,38.0,2,1,0,3,2
Hoodi,GoAirej,1850.0,146.0,3,2,2,3,3
Billekahalli,Diisein,1112.0,62.0,2,2,0,3,2
7th Phase JP Nagar,JDensar,1250.0,65.0,3,2,0,3,3
Kalena Agrahara,CSvelMa,1187.0,52.0,2,3,0,3,2
Electronic City Phase II,SNbay G,1395.0,62.78,2,1,2,3,3
Arekere,RRnumn ,2072.0,108.0,3,2,2,3,3
Kanakpura Road,JRrnauv,1450.0,60.91,3,3,0,3,3
Bannerghatta Road,SNity S,1550.0,82.0,3,2,0,3,3
Hebbal,SNontle,3067.0,230.0,4,3,2,3,4
Amruthnagar,Saeur G,1210.0,72.0,2,2,0,3,2
Bisuvanahalli,Prityel,1075.0,47.0,2,1,0,3,3
Sathya Sai Layout,Prowshi,11338.0,1000.0,9,1,0,3,6
Kaggadasapura,Prmesad,1470.0,75.0,2,2,0,0,3
Hosur Road,Saageat,1590.0,125.0,2,2,0,0,3
Kanakpura Road,Shdhia ,1050.0,36.75,2,1,0,3,2
Raja Rajeshwari Nagar,GrrvaGr,1306.0,55.91,2,1,0,3,2
Malleshwaram,Maens G,2000.0,250.0,3,2,0,0,3
Sarjapur,Puodsm ,3190.0,160.0,3,1,0,2,4
Ramagondanahalli,ViistLa,1215.0,51.26,2,1,2,3,2
Budigere,PrityTr,1920.0,88.0,2,1,0,0,3
Hoodi,GoAirej,1196.0,71.74,2,0,2,3,2
Bannerghatta Road,Siaraa ,1550.0,75.0,2,2,0,3,3
Thigalarapalya,Prtanha,1418.0,101.0,2,2,0,3,2
KR Puram,SancyRe,1115.0,33.45,2,2,0,0,2
Rajiv Gandhi Nagar,NCiteEl,1170.0,68.0,2,2,0,3,2
Anekal,Sraveks,1035.0,38.3,2,2,0,3,2
Kengeri,VBn 2lm,750.0,22.0,2,2,2,3,2
Thanisandra,Bhmesy ,1917.0,122.0,3,3,0,3,3
Kaggadasapura,Frowsru,1615.0,58.0,3,3,0,3,3
Koramangala,Suryais,1325.0,119.0,2,2,0,3,2
Tumkur Road,Sapus S,1246.0,82.0,2,1,2,3,2
Sarjapur,Coa It ,1215.0,40.0,2,0,0,0,2
Munnekollal,Akave E,1200.0,49.5,2,2,0,3,2
Kodigehaali,Shyas S,1200.0,60.0,2,2,0,3,2
Hormavu,Nadhian,1175.0,52.0,2,1,0,3,2
Whitefield,SrireSo,920.0,63.0,2,1,0,3,2
Hosakerehalli,Taonte ,3024.0,350.0,5,1,0,3,4
Bhagyalakshmi Avenue,Prineth,955.0,34.01,1,2,0,0,2
Ardendale,SoystAm,1750.0,100.0,3,3,0,3,3
Uttarahalli,Suitea ,1425.0,64.0,2,2,0,3,3
Basavangudi,Brsic C,2150.0,265.0,3,2,0,3,3
Kaggadasapura,Maidei ,1050.0,48.0,2,2,0,3,2
Cholanayakanahalli,ShourSp,1370.0,75.0,2,2,0,3,3
Electronic City,Prarkun,1374.0,72.0,2,1,2,3,3
Harlur,SosicCl,1754.0,124.0,3,2,0,3,3
Kothanur,Somumys,1847.0,110.0,3,2,0,3,3
Ambedkar Nagar,SoechHa,1850.0,139.0,4,3,0,3,3
Chikka Tirupathi,Theanmp,3297.0,135.0,3,1,2,2,3
Doddakannelli,BMtusLo,1187.0,45.0,2,2,0,3,2
Doddaballapur,Raourpl,3000.0,120.0,2,2,0,2,3
Thanisandra,Bhe 2ko,693.0,34.3,1,1,2,3,1
Dairy Circle,Soeurri,1980.0,224.0,3,2,2,3,3
KR Puram,Saavem ,1021.0,48.0,2,1,0,3,2
Thigalarapalya,Prtanha,1165.0,95.0,2,2,0,3,2
Horamavu Agara,Prhar G,1756.0,92.0,3,2,2,3,3
Bharathi Nagar,FoapeWa,1739.0,105.0,3,1,0,3,3
Varthur,Caiseur,1280.0,65.0,2,1,0,3,2
Munnekollal,Sadhii ,950.0,46.5,2,1,2,3,2
Devanahalli,Cerdsga,1080.0,53.35,2,0,0,3,2
Arekere,Maierr ,1100.0,55.0,2,2,0,3,2
Ardendale,Aling10,3200.0,205.0,4,1,0,2,4
Sarjapur  Road,PraleSi,1311.0,78.0,2,1,0,3,2
Raja Rajeshwari Nagar,GrrvaGr,1608.0,67.98,3,1,0,3,3
Whitefield,Veitaus,1170.0,71.0,2,1,0,3,2
Hebbal,Magiaya,1255.0,77.68,2,1,2,3,3
Neeladri Nagar,Guenoa ,674.0,21.0,1,1,0,3,1
Ramagondanahalli,DNeremo,2257.0,157.0,4,2,0,3,3
Raja Rajeshwari Nagar,GrrvaGr,1530.0,51.87,3,3,0,3,3
Raja Rajeshwari Nagar,Tentsw ,1575.0,78.0,2,2,0,3,3
Frazer Town,Nanorkr,3500.0,330.0,4,2,0,0,3
Rajiv Nagar,Ahntyve,1263.0,93.32,2,1,0,3,2
KR Puram,MCvarar,1255.0,69.315,3,0,0,3,3
Kengeri Satellite Town,MB-laan,1043.0,65.0,2,2,0,3,2
Hennur,Shateor,1255.0,53.5,2,2,0,3,2
JP Nagar,Shestut,1300.0,93.865,2,0,2,3,2
Chandapura,Siageal,590.0,13.57,1,0,2,3,1
Yelahanka,Edreelm,1550.0,120.0,3,1,0,2,3
Rustam Bagh Layout,Jants V,1900.0,160.0,3,3,0,3,3
8th Phase JP Nagar,Vaarech,1455.0,73.31,3,2,2,3,3
KR Puram,Hivesdr,1035.0,40.5,2,1,0,0,2
Bellandur,OriewLa,1299.0,82.0,2,2,0,3,2
Sarjapur  Road,AsastDe,1157.0,75.0,2,1,2,3,3
Rachenahalli,Sovar S,1050.0,52.5,2,2,0,3,2
BTM 2nd Stage,SNe 2ev,1850.0,170.0,3,3,0,0,3
Sompura,Suiseit,1025.0,37.0,2,0,0,0,3
Malleshwaram,SaeneSe,1124.0,80.0,3,2,0,0,2
Balagere,Soresea,1012.0,54.59,2,1,2,3,2
Giri Nagar,Bancyri,4500.0,250.0,5,3,0,3,7
8th Phase JP Nagar,i1rtsCo,871.0,55.0,2,2,0,3,2
Chinnapanahalli,Mae 2ow,1020.0,40.0,2,2,0,0,2
Rachenahalli,Sovar S,1550.0,73.5,3,3,0,3,3
Akshaya Nagar,DLhtsnd,1410.0,80.0,2,2,0,3,3
Chikka Tirupathi,Theanmp,3500.0,150.0,5,3,2,2,4
Whitefield,Prtates,1118.0,75.0,2,1,2,3,2
Thanisandra,Bhmesy ,1098.0,68.0,2,1,0,3,2
Sarjapur  Road,Trurea ,1145.0,75.0,2,2,0,3,2
Balaji Gardens Layout,GSnts A,1051.0,33.0,2,1,0,3,2
Jalahalli,Tahtsla,1478.0,125.0,2,2,0,3,2
Chandapura,SunceEs,645.0,16.45,1,1,2,3,1
Hebbal,Arcia S,823.0,50.63,2,1,2,1,2
Budigere,PrityTr,1991.0,100.0,4,2,0,3,3
Gubbalala,MauilTr,1745.0,115.0,3,2,0,3,3
5th Phase JP Nagar,Sorta S,1450.0,58.0,2,1,0,3,2
Kanakpura Road,Puestol,1843.0,95.84,3,2,0,3,3
Kaggadasapura,Binorn ,1132.0,42.0,2,2,0,3,2
Hulimavu,RatosAr,1375.0,80.0,2,2,0,3,2
Thanisandra,Bhmesy ,760.0,50.3,1,2,0,3,1
Jigani,DLhtsan,918.0,45.0,2,2,0,3,2
HSR Layout,SrisePo,1372.0,61.0,2,1,0,3,2
Ardendale,SoystAm,1728.0,95.0,3,2,0,3,3
Malleshwaram,Sariaat,2215.0,275.0,3,1,0,3,3
BTM 2nd Stage,Crentt ,1200.0,80.0,2,2,0,3,2
6th Phase JP Nagar,Vador S,1280.0,56.0,2,2,0,3,2
Byrasandra,ViisePa,1455.0,56.0,2,2,0,3,3
 Rachenahalli,AsNowre,440.0,28.0,1,0,2,3,1
Kanakpura Road,Nathira,1500.0,97.0,3,2,0,2,3
Whitefield,Brony H,1800.0,110.0,3,2,0,3,3
Old Madras Road,SheldGr,1225.0,53.55,2,1,2,3,2
Bannerghatta Road,Esave E,1650.0,122.0,3,3,0,3,3
Electronic City,Itelaa ,880.0,18.0,2,1,0,0,3
9th Phase JP Nagar,NaensGa,1005.0,42.0,2,1,0,3,2
Whitefield,Oreldhi,1562.0,103.0,3,2,2,3,3
Devanahalli,Soyleif,5000.0,395.0,5,2,0,0,4
Whitefield,BainePr,1190.0,67.0,2,2,0,3,2
Chikkalasandra,KsonsCa,1070.0,50.0,2,2,0,0,2
Jalahalli East,ShshaSa,1020.0,42.48,2,1,0,3,2
Akshaya Vana,Rainet ,1300.0,49.0,2,1,0,3,3
Hebbal,Mahosya,1420.0,123.0,2,1,0,3,2
Hebbal,Arcia S,1069.0,65.4,3,2,2,1,3
Marathahalli,PueraRi,1900.0,123.0,3,3,0,3,3
Old Airport Road,Jaades ,1655.0,97.65,2,1,2,3,2
Uttarahalli,SLnssPr,1155.0,40.42,2,2,0,3,2
Sarjapur  Road,Esatea ,1300.0,70.0,2,2,0,0,3
Electronic City,Amhidte,1100.0,45.0,2,2,0,3,2
Doddathoguru,Arensh ,1030.0,42.0,2,2,0,3,2
Vittasandra,Prlla C,2105.0,70.2,2,1,0,3,2
Bhoganhalli,Prsun S,1700.0,126.0,3,2,0,0,3
Jakkur,BrdgeNo,1760.0,139.0,3,2,0,3,3
Bannerghatta Road,Haaceal,912.0,55.0,2,1,0,0,2
Channasandra Layout,Aconyit,1535.0,55.0,3,1,0,3,3
Haralur Road,RInceeg,1243.0,46.0,2,2,0,3,2
Jigani,DLhtsan,918.0,63.2,2,2,0,3,2
Begur Road,MJilayl,1500.0,70.0,2,3,0,3,3
Kasavanhalli,HMwerCo,1476.0,89.0,3,0,0,3,3
Vijayanagar,Saityat,606.0,34.78,1,0,2,3,1
Neeladri Nagar,AdingSV,527.0,26.0,1,0,0,0,1
OMBR Layout,Drerspe,1300.0,80.0,2,2,0,3,2
Koramangala,Vaanda ,1140.0,75.2,2,1,0,0,2
Whitefield,Prtates,2321.0,128.0,4,1,2,3,3
Sarjapur  Road,Asncywo,1725.0,90.0,3,3,0,3,3
Hebbal,SNontle,3067.0,310.0,4,1,2,3,4
Hennur Road,Koagati,1186.0,63.0,2,1,2,3,3
Kanakpura Road,PrityFa,1230.0,85.0,2,1,2,3,2
Binny Pete,She 2rk,660.0,54.0,1,1,2,3,1
Basavangudi,Tinori ,1036.0,105.0,2,2,0,3,2
Old Madras Road,Teilsaf,1100.0,70.0,2,1,0,3,2
Electronics City Phase 1,GaicaVe,1015.0,56.0,2,1,0,0,2
Nehru Nagar,Ceste C,2167.0,170.0,3,3,0,3,3
Gopalkrishna Nagar,MJarlPe,1165.0,75.0,2,2,0,3,2
BTM 2nd Stage,NDclenn,1274.0,70.0,2,2,0,3,2
Raja Rajeshwari Nagar,GrrvaGr,1151.0,39.02,2,2,0,3,2
Thubarahalli,ShdhiSa,1626.0,120.0,2,2,0,3,3
Raja Rajeshwari Nagar,Spensas,1570.0,65.0,2,2,0,0,3
Keerthi Layout,NianaKe,780.0,25.0,2,2,0,3,2
Haralur Road,RBersll,1850.0,110.0,3,3,0,3,3
Kereguddadahalli,DSdorSp,904.0,30.0,2,1,0,0,2
Shikaripalya,ALtonea,1121.0,43.72,2,1,0,3,2
7th Phase JP Nagar,Vasta C,1385.0,58.17,2,2,0,3,3
Sahakara Nagar,Rauil T,1270.0,69.85,2,1,0,3,2
Kanakpura Road,JRrnauv,1450.0,56.0,3,3,0,3,3
Raja Rajeshwari Nagar,GrrvaGr,1580.0,53.56,3,3,0,3,3
Thanisandra,Teire G,1111.0,50.0,2,1,0,3,2
Varthur,Maine J,977.0,36.0,2,2,0,3,2
Sarjapur,Puodsm ,2540.0,115.0,4,1,0,2,4
Jakkur,BrdgeNo,1290.0,100.0,2,1,2,3,2
Abbigere,SLtias ,795.0,32.54,2,1,0,3,2
Kanakpura Road,PrarePa,700.0,35.0,1,1,2,3,2
Ambedkar Colony,RMcesa ,1463.0,142.0,1,1,0,0,2
Bommenahalli,Prana S,1670.0,135.0,3,0,0,2,4
Jayanagar,Rathira,1875.0,235.0,2,3,0,0,3
Marsur,AreraRe,1200.0,90.0,3,1,0,2,3
1st Phase JP Nagar,Prhtsok,2065.0,210.0,4,1,0,3,3
Hoskote,Deiveer,1225.0,40.0,3,1,0,3,3
Thanisandra,Bhe 2ko,934.0,58.68,2,0,2,3,2
Bellandur,Trows M,900.0,56.0,2,2,0,3,2
Binny Pete,She 2rk,1350.0,91.0,2,1,2,3,2
Kaggalipura,Baowsig,700.0,36.0,1,0,0,3,1
Mysore Road,Gopia O,980.0,35.175,2,0,2,3,2
Hennur Road,ChionCo,1680.0,99.27,3,1,0,3,3
LB Shastri Nagar,CharkR ,1043.0,55.0,2,2,0,1,2
Hebbal,Diaveic,1040.0,46.0,2,2,0,3,2
Tindlu,Shmolti,1357.0,65.0,2,2,0,3,3
Doddathoguru,SKterAs,1549.0,65.0,3,2,0,3,3
Yeshwanthpur,Goandn ,1400.0,100.0,2,2,0,3,2
Dodda Nekkundi,MavarSa,1080.0,50.0,2,2,0,3,2
Ulsoor,Rilor C,1180.0,100.0,2,2,0,0,2
Domlur,Saiewas,1800.0,150.0,3,2,0,3,3
Haralur Road,SNnia E,1225.0,67.38,2,1,2,3,2
Abbigere,SLtias ,1005.0,39.59,2,1,0,3,2
Whitefield,BrlisCo,1320.0,95.0,2,1,0,3,2
Kudlu Gate,Sanzaat,1564.0,99.745,2,1,2,3,3
Hagadur,SSoraba,1110.0,51.0,2,2,0,3,2
Electronic City,Prarkun,1128.0,65.35,2,1,2,3,2
Jakkur,SoineC ,1452.19,100.0,2,1,2,3,2
Banashankari,Rallse ,2600.0,135.0,4,1,2,3,3
Sarakki Nagar,Sowerew,2500.0,325.0,4,2,0,3,3
Soundarya Layout,Goe 3la,960.0,32.0,2,2,0,0,2
Whitefield,JahanSa,735.0,35.0,2,1,0,0,2
Rajaji Nagar,Pumesim,2849.0,300.0,5,0,0,3,5
Hebbal,Mahosya,1420.0,99.39,2,1,0,3,2
Bisuvanahalli,Prityel,850.0,32.0,1,1,0,3,2
7th Phase JP Nagar,Eladero,1575.0,110.0,2,2,0,3,3
Thigalarapalya,Prtanha,1418.0,104.0,2,2,0,3,2
Hennur Road,GSideS ,1065.0,42.6,2,1,0,3,2
Electronic City Phase II,Sryalan,1160.0,33.5,2,1,2,0,2
Kudlu,Srrnasa,1092.0,44.0,2,2,0,3,2
Parappana Agrahara,Peide L,1194.0,47.0,2,2,0,3,2
Yelahanka,Apows M,1455.0,61.5,3,1,0,3,3
Abbigere,DSestma,734.0,19.82,1,0,2,3,1
Samethanahalli,SPontna,799.0,38.0,2,1,0,0,2
Ardendale,Miwel M,1100.0,48.0,2,1,0,3,2
Electronic City,Prarkun,1128.0,65.0,2,1,2,3,2
Cunningham Road,Lelia M,3875.0,864.0,3,2,0,3,3
8th Phase JP Nagar,MBodsen,1098.0,43.91,2,1,0,3,2
Dollars Layout,Sancya ,1460.0,88.0,3,2,0,3,3
Varthur,Hirio L,1091.0,32.0,2,1,0,3,2
Yelahanka,Inurave,1180.0,42.0,2,3,0,3,2
Kanakpura Road,PrityFa,1366.0,76.85,3,1,2,3,2
RMV Extension,DSureSi,1685.0,95.0,3,2,0,3,3
Koramangala,Gencysi,1260.0,100.0,2,3,0,0,2
Whitefield,Chpana ,3010.0,200.0,3,2,0,2,3
Whitefield,Prtates,1346.0,96.17,2,1,2,3,2
Chandapura,Dhowsyo,630.0,13.86,1,0,2,3,1
Sarjapur  Road,Klark L,1446.0,98.94,1,0,2,3,3
7th Phase JP Nagar,Brngsal,1850.0,140.0,3,2,0,3,3
Electronic City,GMown E,755.0,34.0,1,1,0,3,2
Parappana Agrahara,Peide L,1194.0,46.0,2,2,0,3,2
Whitefield,BrlisCo,3850.0,316.0,5,2,2,3,3
Hebbal,Cehosy ,4235.0,365.0,4,2,2,3,4
Rachenahalli,Leino C,2250.0,195.0,3,1,0,3,3
Vijayanagar,Rancy R,1352.0,68.0,2,2,0,3,2
Thanisandra,Soitya ,2002.0,112.0,3,2,0,3,3
Bileshivale,FeowsMe,4000.0,280.0,5,1,0,2,4
Kaval Byrasandra,KuncyRe,1060.0,45.0,2,2,0,0,2
Kanakpura Road,SoapeSu,1419.59,59.0,2,1,0,3,3
Raja Rajeshwari Nagar,GrrvaGr,1196.0,51.15,2,2,0,3,2
Electronics City Phase 1,Shitt S,1595.0,75.0,3,2,2,3,3
Banashankari,Goeesem,1260.0,75.0,2,3,0,3,2
Frazer Town,Asneren,1550.0,140.0,2,2,0,3,2
Electronic City,Janaala,4000.0,150.0,5,1,2,2,4
Akshaya Nagar,DLhtsnd,1662.0,85.0,3,2,0,0,3
Ambedkar Nagar,SoechHa,1862.0,119.0,3,2,0,3,3
Raja Rajeshwari Nagar,GrrvaGr,1419.0,48.0,2,2,0,3,2
Raja Rajeshwari Nagar,PrrvaPl,1560.0,62.4,2,2,0,3,3
Thanisandra,Bhe 2ko,1634.0,78.0,3,3,2,3,3
Ambedkar Nagar,Thessrm,5530.0,627.0,5,3,0,2,5
Nagavarapalya,PuonsSe,1392.0,99.0,2,1,2,3,2
Jakkur,Ceezey ,1798.0,120.0,3,1,2,3,3
Babusapalaya,Veisear,1675.0,75.0,3,3,0,3,3
Hebbal,Raard B,1700.0,124.0,3,2,2,3,3
Hulimavu,Vandak ,1248.0,69.0,2,1,0,3,2
Kalkere,Sanetra,1147.0,54.0,2,1,0,0,2
Sultan Palaya,HintsAp,1100.0,40.0,2,2,0,3,2
Vijayanagar,Rancy R,1527.0,115.0,3,2,0,3,3
Kanakpura Road,PrarePa,525.0,25.0,1,1,2,3,1
Kaggadasapura,RohtsHe,1100.0,58.0,2,3,0,3,2
Gopal Reddy Layout,Krestee,2100.0,75.0,3,1,0,0,3
Ambalipura,Dimes E,1332.0,79.0,2,1,0,3,2
Haralur Road,RInceeg,1243.0,46.0,2,2,0,3,2
Kasavanhalli,TRensre,1200.0,50.0,2,2,0,3,2
Ramagondanahalli,ViistLa,1251.0,47.4,2,1,2,3,2
Kambipura,Prrtht ,883.0,45.0,2,1,0,3,2
Pai Layout,Tencyes,1400.0,67.0,2,3,0,3,3
Rajaji Nagar,Brway G,1800.0,260.0,3,3,0,3,3
Hegde Nagar,Soiniy ,1703.0,113.0,3,2,0,3,3
Jigani,DLhtsen,933.0,43.0,2,2,0,3,2
Brookefield,Mapleer,1262.0,75.0,2,1,0,3,2
Yelahanka,Rarthne,915.0,48.0,2,2,0,3,2
Panathur,Saite G,1370.0,61.5,2,2,0,3,3
Malleshpalya,Shise P,1210.0,55.0,2,3,0,3,2
Kodihalli,Soianal,2392.0,260.0,4,2,0,3,3
Thanisandra,MNlam G,1445.0,40.31,2,3,0,3,3
Uttarahalli,Evood S,1300.0,55.0,2,1,0,3,3
Jakkur,HRaniIb,1300.0,85.0,2,1,0,3,2
Chandapura,SunceEs,1185.0,30.22,2,2,2,3,3
Hennur Road,Maity W,1385.0,83.09,2,1,0,3,2
Lakshminarayana Pura,RothaVa,1149.0,75.0,2,1,0,3,2
Sarjapur  Road,Adeatlm,2180.0,170.0,3,2,0,3,3
Thurahalli,Jalot C,1200.0,195.0,5,0,0,2,5
Hulimavu,NiarkHy,1818.0,135.0,3,1,0,3,3
Rajaji Nagar,Brway G,1640.0,241.0,3,2,0,3,3
Nagarbhavi,DSesthr,1350.0,54.6,2,2,0,0,3
Hoodi,GoAirej,1430.0,113.0,2,2,2,3,2
Sarjapur  Road,Clell D,1084.0,55.0,2,3,0,3,2
Hennur Road,Koagati,1186.0,56.0,2,1,0,3,3
Kengeri,Vaens G,1255.0,50.0,2,2,0,0,2
Haralur Road,SoronSa,3400.0,240.0,5,3,0,3,4
Hosa Road,Mahesr ,1541.0,69.84,3,1,2,3,3
Iblur Village,Emine P,3596.0,282.0,5,1,0,3,4
Raja Rajeshwari Nagar,NaonySy,1295.0,70.0,2,2,0,3,2
Sanjeevini Nagar,Betatsi,2820.0,285.0,3,3,0,0,3
7th Phase JP Nagar,SrncyRe,1370.0,54.79,2,2,0,3,3
Electronic City,DSgmax ,1100.0,40.0,2,1,0,3,2
Hebbal,Emceske,4772.0,510.0,6,2,2,3,4
Rajaji Nagar,Brway G,1370.0,170.0,2,1,0,3,2
JP Nagar,DSillto,1200.0,62.0,2,2,0,3,2
9th Phase JP Nagar,ImiteEl,3500.0,300.0,4,0,0,0,4
Somasundara Palya,ManceEl,1178.0,73.0,2,3,0,3,2
Dasanapura,Tavenew,1286.0,61.44,3,2,0,3,3
Begur Road,Dhalsh ,1160.0,42.0,2,2,0,3,2
Jigani,DLhtsan,918.0,55.0,2,2,0,3,2
Electronic City,KonteiT,1563.0,91.84,3,2,2,3,3
Hebbal,Cehosy ,3960.0,386.0,5,3,2,3,4
Kaggadasapura,JaaldEm,1325.0,50.0,2,2,0,3,2
Sonnenahalli,Whosone,1100.0,44.0,2,1,0,3,2
Cunningham Road,Lelia M,3875.0,800.0,3,2,0,3,3
Gollarapalya Hosahalli,Mauner ,1605.0,50.0,3,2,0,3,3
Somasundara Palya,Srhts P,1260.0,60.0,2,1,0,3,2
Hoodi,Caycend,1553.0,83.09,3,2,2,3,3
Whitefield,BMttaor,1280.0,52.0,2,2,0,3,2
Hebbal,Arade A,1550.0,75.0,2,2,0,3,3
Murugeshpalya,PintsAp,1550.0,74.0,3,2,0,3,3
Electronics City Phase 1,SNdri N,1515.0,80.91,2,1,0,3,3
Hosa Road,Skume R,1332.0,86.12,2,1,2,3,3
Electronic City,Briumri,1652.0,70.0,3,2,0,3,3
Hegde Nagar,Sonosty,1570.0,105.0,3,1,0,3,3
Sarjapur  Road,Adeatlm,5400.0,725.0,4,3,0,2,4
Sector 2 HSR Layout,DShtsow,794.0,60.0,1,1,0,3,1
7th Phase JP Nagar,RBRWAyo,3600.0,410.0,3,2,0,0,4
HRBR Layout,VDenaWa,2800.0,250.0,3,2,0,3,3
Sarjapur  Road,SocusHi,1750.0,110.0,3,2,0,3,3
Kanakpura Road,PrarePa,1100.0,53.0,3,2,2,3,3
Kadubeesanahalli,Srhan P,1665.0,70.0,3,3,0,3,3
Outer Ring Road East,PrstaTe,4051.0,345.0,4,3,0,2,4
Bommasandra,KBaleoy,1447.0,80.0,3,2,0,0,3
Balagere,Soresea,1012.0,75.0,2,1,0,0,2
Malleshpalya,Saestde,1900.0,60.0,3,2,0,3,3
Narayanapura,AriosHe,1308.0,92.66,2,2,0,3,2
Gunjur,BMineis,1140.0,49.11,2,2,2,3,2
Jakkur,SoineC ,2249.81,260.5,4,0,2,3,4
Kanakapura,SPavenc,1290.0,45.15,3,3,0,3,3
Ambedkar Nagar,SoechHa,1424.0,90.0,2,2,0,3,2
Akshaya Nagar,DLhtsnd,1662.0,85.5,3,2,0,0,3
Shanthala Nagar,Kierser,8321.0,2700.0,5,3,0,3,5
Begur Road,Dhalsh ,1200.0,45.0,2,2,0,3,2
Koramangala,Jalonht,1975.0,210.0,3,2,0,0,3
Battarahalli,PaontWa,1777.0,100.0,3,2,0,3,3
Anandapura,ViensRK,1576.0,59.1,3,2,2,3,3
Raja Rajeshwari Nagar,Prllsan,648.0,31.75,1,1,2,3,1
Neeladri Nagar,AdingSV,1167.0,38.0,2,1,0,3,3
Kogilu,Leora E,2350.0,327.0,5,1,0,3,3
Cleveland Town,Coner C,1991.0,160.0,3,2,0,0,3
Rachenahalli,NRodsen,2721.0,113.0,3,2,0,3,3
Thanisandra,Bhmesy ,2000.0,99.0,3,2,0,3,3
Whitefield,Sanne E,2500.0,155.0,4,3,0,3,4
Mallasandra,GMilse ,1325.0,70.0,2,2,0,3,2
Kadugodi,Alestrb,1314.0,68.2,2,3,2,3,2
Kada Agrahara,ARineha,2220.0,65.0,4,2,0,0,3
KR Puram,MCnexva,1070.0,51.22,2,0,2,3,2
Hebbal,Mahosya,1420.0,99.39,2,1,2,3,2
Sarjapur  Road,Ceiti I,1888.0,95.0,4,1,0,3,3
JP Nagar,Shestut,1300.0,90.87,2,1,2,3,2
Rajaji Nagar,Pumesim,1216.0,97.16,2,0,2,3,2
Harlur,Prncyrn,1290.0,87.0,2,1,0,3,2
Nanjappa Layout,AnazaPl,1069.0,55.0,2,1,0,0,2
Koramangala,Proodt ,1900.0,200.0,2,1,0,0,2
Sarjapur  Road,MJinele,1300.0,60.0,3,2,0,0,3
Channasandra,Unm 2El,1115.0,33.45,2,1,0,3,2
Rajaji Nagar,PhestOn,2409.0,360.0,3,2,0,3,3
Ambedkar Nagar,SoechHa,2150.0,125.0,4,2,0,3,3
Marathahalli,Unezes ,1305.0,69.0,2,1,2,3,3
Kanakpura Road,GolusLi,1252.0,56.32,2,1,2,3,2
Electronic City Phase II,Assha A,545.0,35.0,1,1,0,3,2
Subramanyapura,Chllsev,1313.0,66.5,2,2,0,3,2
JCR Layout,ARnamru,1160.0,41.75,2,1,0,3,2
Subramanyapura,Mayne A,1255.0,79.0,2,2,0,3,3
Bellari Road,Pralmat,900.0,45.0,2,1,0,0,2
Yelahanka New Town,Cerasy ,1700.0,90.0,3,2,0,3,3
Indira Nagar,Gonorir,1875.0,180.0,3,1,0,1,3
Uttarahalli,Baveles,1700.0,88.0,3,2,0,1,3
Harlur,Prncyrn,1749.0,115.0,3,2,0,3,3
Abbaiah Reddy Layout,Krllael,1200.0,50.0,2,2,0,0,2
Ramagondanahalli,DNeremo,1610.0,115.0,2,2,0,3,3
Electronic City,GMown E,1070.0,46.0,2,1,0,3,2
Indira Nagar,VKvenas,1210.0,102.0,2,1,0,0,2
Thigalarapalya,Prtanha,4190.0,380.0,4,3,0,3,4
Tata Nagar,Shensit,1364.0,70.0,2,2,0,3,2
Whitefield,ArsiaEx,2268.0,146.0,3,0,0,3,4
Magadi Road,DSellil,1345.0,55.0,2,2,0,0,2
Mylasandra,Laowsba,1110.0,41.0,2,2,0,3,2
Kengeri,VBvenal,750.0,36.0,2,1,0,0,2
Motappa Layout,Puodse ,1156.0,49.5,2,2,0,0,2
Pattandur Agrahara,ARvasV ,1247.0,59.8,2,1,0,3,2
Kaggalipura,Baowsig,950.0,48.0,2,1,0,3,2
Vijayanagar,Saityat,1520.0,103.0,2,1,2,3,3
Hennur Road,Samittv,2350.0,174.0,3,2,0,3,3
 Devarabeesana Halli,Sorisa ,1672.0,150.0,3,2,0,3,3
Bommasandra,SSestth,920.0,37.46,2,1,2,3,2
Sarjapur  Road,Cetattu,1200.0,70.0,3,2,2,2,3
Brindavan Nagar,Mancy R,1250.0,139.0,3,2,0,0,3
Hosakerehalli,SoageHe,1817.0,153.0,4,2,2,3,3
HSR Layout,NRosete,1140.0,46.0,2,2,0,3,2
Haralur Road,NRowse ,1464.0,56.0,2,2,0,3,2
Ambedkar Colony,RMcesa ,1468.0,130.0,3,2,0,3,2
Electronics City Phase 1,SNdri N,1555.0,82.0,2,1,0,3,3
Whitefield,SNadeAr,1150.0,55.0,2,0,0,0,2
Seetharampalya,Mazler ,1166.0,53.0,2,1,0,3,2
Konanakunte,Prasa W,2779.0,317.0,3,1,0,2,3
Electronic City,Palleon,1350.0,58.0,3,2,0,3,3
Kanaka Nagar,SoersTo,1190.0,55.0,3,1,0,0,3
Kodichikkanahalli,Suntsan,1495.0,75.0,2,2,0,3,3
Indira Nagar,Riousd ,1224.0,105.0,2,2,0,0,2
Banashankari Stage III,Mandsi ,1350.0,68.0,2,2,0,3,3
Green Glen Layout,Mazzo P,940.0,56.8,2,1,0,0,2
Raja Rajeshwari Nagar,DwntsAp,1100.0,55.0,2,1,0,3,2
Kaikondrahalli,Sheurre,1300.0,61.0,2,2,0,3,2
Sarjapur  Road,AztheBr,2600.0,200.0,3,2,2,2,3
Yelahanka,Goues A,1517.0,76.3,3,2,2,3,3
