location,total_sqft,price,bath_processed,balcony_processed,availability_encoded,area_type_encoded,size_cleaned
Hoodi,1350.0,48.0,2,3,0,0,3
Bhoganhalli,1447.0,75.97,2,1,2,3,2
Arehalli,1229.0,86.03,3,1,0,3,3
Kudlu,1027.0,43.0,2,2,0,3,2
Gottigere,1153.0,48.5,2,1,0,3,2
Whitefield,2830.0,145.5,5,0,2,3,4
Malleshpalya,1065.0,50.0,2,2,0,3,2
Tala Cauvery Layout,1030.0,61.0,2,3,0,0,2
Mallasandra,1340.0,61.0,2,2,0,3,2
Marathahalli,4000.0,212.0,5,2,0,3,4
Sri Balaji Krupa Layout,600.0,32.0,1,0,0,0,1
Begur Road,1410.0,44.42,2,3,0,3,3
Varthur,1055.0,45.35,2,2,2,3,2
Yelahanka,1304.0,79.0,2,1,2,3,2
Sadashiva Nagar,2720.0,485.0,4,1,2,3,4
Kammasandra,990.0,31.5,2,1,0,0,2
7th Phase JP Nagar,1035.0,39.33,2,1,0,3,2
Tumkur Road,596.0,30.09,1,0,2,3,1
Sonnenahalli,1120.0,43.0,2,2,0,3,2
Haralur Road,1300.0,73.0,2,2,0,3,2
Tumkur Road,1239.0,82.0,2,1,2,3,2
Sarjapur  Road,1403.0,51.63,3,3,2,3,3
Hosa Road,1365.0,92.0,2,1,0,3,2
8th block Koramangala,1165.0,135.0,2,1,0,3,2
Subramanyapura,1130.0,45.19,2,3,0,3,3
Green Glen Layout,1776.42,105.0,3,2,0,3,3
Vidyaranyapura,900.0,175.0,4,3,0,2,4
Haralur Road,1194.0,47.0,2,2,0,3,2
Bidadi,1107.0,33.0,2,2,0,3,2
Nagavara,2319.0,180.0,3,2,0,3,3
Nallurhalli,1520.0,80.0,3,3,0,3,3
Kannamangala,1536.0,89.0,3,1,2,3,3
Teachers Colony,3000.0,240.0,4,2,0,0,4
Belathur,1050.0,38.0,2,1,0,3,2
Hoodi,1850.0,146.0,3,2,2,3,3
Billekahalli,1112.0,62.0,2,2,0,3,2
Marathahalli,1535.0,72.5,3,2,0,3,3
Kanakpura Road,1050.0,35.0,2,1,0,0,2
Banashankari,2400.0,370.0,3,2,0,2,4
7th Phase JP Nagar,1250.0,65.0,3,2,0,3,3
Kalena Agrahara,1187.0,52.0,2,3,0,3,2
9th Phase JP Nagar,1164.0,56.0,2,1,0,0,2
Electronic City Phase II,1395.0,62.78,2,1,2,3,3
Arekere,2072.0,108.0,3,2,2,3,3
Kanakpura Road,1450.0,60.91,3,3,0,3,3
Bannerghatta Road,1550.0,82.0,3,2,0,3,3
Sampige Layout,1315.0,90.0,2,2,0,3,2
Hebbal,3067.0,230.0,4,3,2,3,4
Amruthnagar,1210.0,72.0,2,2,0,3,2
Bisuvanahalli,1075.0,47.0,2,1,0,3,3
Sathya Sai Layout,11338.0,1000.0,9,1,0,3,6
Virgonagar,1215.0,42.2,3,1,2,3,3
Kaggadasapura,1470.0,75.0,2,2,0,0,3
Dodsworth Layout,30000.0,2100.0,4,2,2,2,4
Hosur Road,1590.0,125.0,2,2,0,0,3
Kanakpura Road,1050.0,36.75,2,1,0,3,2
Raja Rajeshwari Nagar,1306.0,55.91,2,1,0,3,2
Malleshwaram,2000.0,250.0,3,2,0,0,3
"Kudlu Village, ",1445.0,64.0,3,2,0,0,3
Sarjapur  Road,1220.0,58.0,3,2,0,3,3
Sarjapur,3190.0,160.0,3,1,0,2,4
Ramagondanahalli,1215.0,51.26,2,1,2,3,2
Budigere,1920.0,88.0,2,1,0,0,3
Dodda Nekkundi,1390.0,60.0,2,2,0,3,2
Battarahalli,800.0,75.0,2,1,0,2,3
Nagarbhavi,600.0,100.0,3,2,0,2,3
Hoodi,1196.0,71.74,2,0,2,3,2
Bannerghatta Road,1550.0,75.0,2,2,0,3,3
Thigalarapalya,1418.0,101.0,2,2,0,3,2
Varthur Road,1655.0,115.0,3,2,2,3,3
KR Puram,1115.0,33.45,2,2,0,0,2
Rajiv Gandhi Nagar,1170.0,68.0,2,2,0,3,2
Anekal,1035.0,38.3,2,2,0,3,2
Singasandra,1306.0,58.0,2,2,0,3,3
Kengeri,750.0,22.0,2,2,2,3,2
Thanisandra,1917.0,122.0,3,3,0,3,3
Kaggadasapura,1615.0,58.0,3,3,0,3,3
Marathahalli,1071.0,52.25,2,2,0,3,2
Koramangala,1325.0,119.0,2,2,0,3,2
Malleshwaram,3000.0,900.0,4,2,0,2,7
5th Phase JP Nagar,1400.0,88.0,2,1,0,3,3
Tumkur Road,1246.0,82.0,2,1,2,3,2
Sarjapur,1215.0,40.0,2,0,0,0,2
Munnekollal,1200.0,49.5,2,2,0,3,2
Kurubarahalli,450.0,53.0,3,1,0,2,4
Kodigehaali,1200.0,60.0,2,2,0,3,2
Kaval Byrasandra,945.0,50.0,2,2,0,0,2
Benson Town,4460.0,650.0,5,2,0,3,4
Hormavu,1175.0,52.0,2,1,0,3,2
Whitefield,920.0,63.0,2,1,0,3,2
Hosakerehalli,3024.0,350.0,5,1,0,3,4
Bidadi,1600.0,110.0,2,2,0,2,2
Sanjay nagar,750.0,110.0,2,0,0,2,4
Sector 4 HSR Layout,2400.0,700.0,4,0,0,2,4
Bhagyalakshmi Avenue,955.0,34.01,1,2,0,0,2
Ardendale,1750.0,100.0,3,3,0,3,3
Uttarahalli,1425.0,64.0,2,2,0,3,3
Basavangudi,2150.0,265.0,3,2,0,3,3
Whitefield,1165.0,40.5,2,1,2,3,2
Kaggadasapura,1050.0,48.0,2,2,0,3,2
Cholanayakanahalli,1370.0,75.0,2,2,0,3,3
Electronic City,1374.0,72.0,2,1,2,3,3
Harlur,1754.0,124.0,3,2,0,3,3
Kothanur,1847.0,110.0,3,2,0,3,3
Ambedkar Nagar,1850.0,139.0,4,3,0,3,3
Chikka Tirupathi,3297.0,135.0,3,1,2,2,3
Doddakannelli,1187.0,45.0,2,2,0,3,2
Bommasandra Industrial Area,1400.0,40.44,2,1,2,0,3
Kengeri Hobli,600.0,30.0,2,0,0,2,3
Chamrajpet,1350.0,180.0,2,3,0,3,2
Doddaballapur,3000.0,120.0,2,2,0,2,3
Thanisandra,693.0,34.3,1,1,2,3,1
Dairy Circle,1980.0,224.0,3,2,2,3,3
KR Puram,1021.0,48.0,2,1,0,3,2
Thigalarapalya,1165.0,95.0,2,2,0,3,2
Horamavu Agara,1756.0,92.0,3,2,2,3,3
Bharathi Nagar,1739.0,105.0,3,1,0,3,3
Varthur,1280.0,65.0,2,1,0,3,2
Marathahalli,1215.0,58.86,2,2,0,3,2
Munnekollal,950.0,46.5,2,1,2,3,2
Kengeri,1082.0,49.0,2,1,0,0,3
7th Phase JP Nagar,1050.0,42.0,2,1,0,3,2
Devanahalli,1080.0,53.35,2,0,0,3,2
Arekere,1100.0,55.0,2,2,0,3,2
Ardendale,3200.0,205.0,4,1,0,2,4
Sarjapur  Road,1311.0,78.0,2,1,0,3,2
Raja Rajeshwari Nagar,1608.0,67.98,3,1,0,3,3
Begur Road,1160.0,36.0,2,2,0,3,2
Whitefield,1170.0,71.0,2,1,0,3,2
Kengeri,1155.0,40.6,2,2,0,3,2
Hebbal,1255.0,77.68,2,1,2,3,3
Rayasandra,1065.0,44.95,2,2,0,3,2
Neeladri Nagar,674.0,21.0,1,1,0,3,1
Ambedkar Nagar,1936.0,126.0,4,2,0,3,3
Sarakki Nagar,2289.0,260.0,3,2,2,3,3
Abbaiah Reddy Layout,1100.0,38.45,2,1,0,3,2
Ramagondanahalli,2257.0,157.0,4,2,0,3,3
Nagarbhavi,1055.0,55.0,2,2,0,3,2
Raja Rajeshwari Nagar,1530.0,51.87,3,3,0,3,3
Dinnur,1700.0,97.0,3,1,0,3,3
Raja Rajeshwari Nagar,1575.0,78.0,2,2,0,3,3
Frazer Town,3500.0,330.0,4,2,0,0,3
Rajiv Nagar,1263.0,93.32,2,1,0,3,2
KR Puram,1255.0,69.315,3,0,0,3,3
Kengeri Satellite Town,1043.0,65.0,2,2,0,3,2
Hennur,1255.0,53.5,2,2,0,3,2
JP Nagar,1300.0,93.865,2,0,2,3,2
Chandapura,590.0,13.57,1,0,2,3,1
Yelahanka,1550.0,120.0,3,1,0,2,3
Sarjapur  Road,1220.0,56.0,3,3,0,3,3
Rustam Bagh Layout,1900.0,160.0,3,3,0,3,3
Vasantha Vallabha Nagar,1360.0,55.0,3,3,0,3,3
Vyalikaval,1100.0,75.0,2,1,0,0,2
8th Phase JP Nagar,1455.0,73.31,3,2,2,3,3
KR Puram,1035.0,40.5,2,1,0,0,2
Harlur,1152.0,69.0,2,2,0,3,2
Bellandur,1299.0,82.0,2,2,0,3,2
Sarjapur  Road,1157.0,75.0,2,1,2,3,3
Rachenahalli,1050.0,52.5,2,2,0,3,2
Pai Layout,1050.0,40.0,2,2,0,3,2
Vittasandra,1246.0,67.4,2,1,0,3,2
"Sarjapur Road, ",1929.0,115.0,3,2,0,0,3
Hennur,1285.0,60.0,2,1,0,3,2
Margondanahalli,1200.0,65.0,2,0,0,2,3
"Banaswadi, ",3161.0,214.0,4,3,0,0,4
BTM 2nd Stage,1850.0,170.0,3,3,0,0,3
Sompura,1025.0,37.0,2,0,0,0,3
Malleshwaram,1124.0,80.0,3,2,0,0,2
Balagere,1012.0,54.59,2,1,2,3,2
Giri Nagar,4500.0,250.0,5,3,0,3,7
8th Phase JP Nagar,871.0,55.0,2,2,0,3,2
Chinnapanahalli,1020.0,40.0,2,2,0,0,2
Rachenahalli,1550.0,73.5,3,3,0,3,3
Anand Nagar,3515.0,420.0,3,1,0,2,3
Akshaya Nagar,1410.0,80.0,2,2,0,3,3
Chikka Tirupathi,3500.0,150.0,5,3,2,2,4
Whitefield,1118.0,75.0,2,1,2,3,2
Thanisandra,1098.0,68.0,2,1,0,3,2
Kanakapura,1130.0,45.2,2,1,0,3,2
Sarjapur  Road,1145.0,75.0,2,2,0,3,2
Kadugodi,950.0,80.0,3,1,0,2,3
Balaji Gardens Layout,1051.0,33.0,2,1,0,3,2
Thavarekere,600.0,108.0,7,1,0,2,7
Marathahalli,1102.0,53.67,2,2,2,3,2
Jalahalli,1478.0,125.0,2,2,0,3,2
Chandapura,645.0,16.45,1,1,2,3,1
Hebbal,823.0,50.63,2,1,2,1,2
Abbigere,880.0,35.0,2,1,2,3,2
KR Puram,600.0,75.0,5,2,0,0,4
Budigere,1991.0,100.0,4,2,0,3,3
TC Palaya,1100.0,50.0,3,1,0,0,3
Gubbalala,1745.0,115.0,3,2,0,3,3
HAL 2nd Stage,1226.0,135.0,3,1,2,0,2
Begur Road,680.0,68.0,4,1,0,2,3
 Devarabeesana Halli,1100.0,70.0,2,1,0,3,2
Banashankari Stage VI,1200.0,195.0,4,3,0,2,4
5th Phase JP Nagar,1450.0,58.0,2,1,0,3,2
Singasandra,3366.0,120.0,4,1,0,3,4
Sahakara Nagar,1150.0,54.0,2,1,0,0,2
Kanakpura Road,1843.0,95.84,3,2,0,3,3
Banashankari Stage VI,2200.0,195.0,4,2,0,2,4
Bommanahalli,1090.0,44.0,3,2,0,0,2
Kaggadasapura,1132.0,42.0,2,2,0,3,2
Hulimavu,1375.0,80.0,2,2,0,3,2
7th Phase JP Nagar,1500.0,220.0,5,3,0,2,4
Thanisandra,760.0,50.3,1,2,0,3,1
Kaggadasapura,1180.0,65.0,2,2,0,3,2
Jigani,918.0,45.0,2,2,0,3,2
Rachenahalli,600.0,50.0,5,2,0,2,5
Margondanahalli,1200.0,53.0,1,0,0,0,2
HSR Layout,1372.0,61.0,2,1,0,3,2
1st Block HRBR Layout,2400.0,355.0,7,3,0,2,7
Ardendale,1728.0,95.0,3,2,0,3,3
Malleshwaram,2215.0,275.0,3,1,0,3,3
BTM 2nd Stage,1200.0,80.0,2,2,0,3,2
6th Phase JP Nagar,1280.0,56.0,2,2,0,3,2
Hulimavu,800.0,110.0,4,2,0,2,4
Byrasandra,1455.0,56.0,2,2,0,3,3
 Rachenahalli,440.0,28.0,1,0,2,3,1
Kanakpura Road,1500.0,97.0,3,2,0,2,3
Whitefield,1800.0,110.0,3,2,0,3,3
Mysore Road,1525.0,96.0,3,2,0,3,3
Rachenahalli,1204.0,38.5,2,3,0,3,2
Old Madras Road,1225.0,53.55,2,1,2,3,2
Kalyan nagar,800.0,98.0,6,3,0,0,6
Bannerghatta Road,1650.0,122.0,3,3,0,3,3
Electronic City,880.0,18.0,2,1,0,0,3
Bikasipura,4200.0,255.0,4,2,0,0,4
Tippenahalli,1200.0,55.0,2,0,0,2,2
Sarjapur  Road,1152.0,230.0,4,1,0,2,4
9th Phase JP Nagar,1005.0,42.0,2,1,0,3,2
Whitefield,1562.0,103.0,3,2,2,3,3
Devanahalli,5000.0,395.0,5,2,0,0,4
Babusapalaya,810.0,95.0,5,2,0,2,6
Ramamurthy Nagar,1200.0,42.0,2,3,0,3,2
Kasavanhalli,1555.0,82.5,3,2,0,3,3
KR Puram,1550.0,71.0,2,1,0,2,2
Whitefield,1190.0,67.0,2,2,0,3,2
Chikkalasandra,1070.0,50.0,2,2,0,0,2
Sarjapur  Road,1200.0,28.785,2,2,2,2,2
Jalahalli East,1020.0,42.48,2,1,0,3,2
Yelahanka,1610.0,115.0,3,1,0,3,3
Prestige Sunrise,700.0,41.0,1,1,0,3,1
Akshaya Vana,1300.0,49.0,2,1,0,3,3
Hebbal,1420.0,123.0,2,1,0,3,2
Vidyaranyapura,1200.0,100.0,9,2,0,2,9
Hebbal,1069.0,65.4,3,2,2,1,3
Marathahalli,1900.0,123.0,3,3,0,3,3
Old Airport Road,1655.0,97.65,2,1,2,3,2
Uttarahalli,1155.0,40.42,2,2,0,3,2
Sarjapur  Road,1300.0,70.0,2,2,0,0,3
Electronic City,1100.0,45.0,2,2,0,3,2
Doddathoguru,1030.0,42.0,2,2,0,3,2
Vittasandra,2105.0,70.2,2,1,0,3,2
Bhoganhalli,1700.0,126.0,3,2,0,0,3
Jakkur,1760.0,139.0,3,2,0,3,3
Kadugodi,6200.0,200.0,9,0,0,0,9
1st Stage Indira Nagar,1400.0,67.0,2,1,0,0,2
Srigandada Kaval,1200.0,53.0,2,0,0,3,2
Bannerghatta Road,912.0,55.0,2,1,0,0,2
Whitefield,1102.0,48.0,2,1,0,3,2
Channasandra Layout,1535.0,55.0,3,1,0,3,3
Haralur Road,1243.0,46.0,2,2,0,3,2
Jigani,918.0,63.2,2,2,0,3,2
Begur Road,1500.0,70.0,2,3,0,3,3
Mathikere Extension,3000.0,250.0,3,0,0,2,3
Kasavanhalli,1476.0,89.0,3,0,0,3,3
Mysore Road,1200.0,65.0,2,3,2,3,2
Vijayanagar,606.0,34.78,1,0,2,3,1
Viswajit Layout,1100.0,61.0,2,3,0,3,2
Garudachar Palya,1295.0,59.5,2,1,0,3,3
Neeladri Nagar,527.0,26.0,1,0,0,0,1
OMBR Layout,1300.0,80.0,2,2,0,3,2
Bommanahalli,680.0,68.0,4,1,0,2,3
Adityanagar,1260.0,41.0,1,0,0,2,1
Koramangala,1140.0,75.2,2,1,0,0,2
BDS Layout,1500.0,37.5,1,0,0,2,1
Whitefield,2321.0,128.0,4,1,2,3,3
Sarjapur  Road,1390.0,62.0,2,2,0,3,2
Sarjapur  Road,1725.0,90.0,3,3,0,3,3
Hebbal,3067.0,310.0,4,1,2,3,4
Hennur Road,1186.0,63.0,2,1,2,3,3
Kanakpura Road,1230.0,85.0,2,1,2,3,2
 Mysore Highway,600.0,17.0,1,1,0,0,1
Yeshwanthpur,1313.0,96.0,3,1,2,3,3
TC Palaya,900.0,55.0,2,0,0,2,2
Ambalipura,1250.0,66.25,2,2,0,3,2
HBR Layout,1200.0,280.0,6,3,0,2,9
Binny Pete,660.0,54.0,1,1,2,3,1
Basavangudi,1036.0,105.0,2,2,0,3,2
Koramangala,2700.0,450.0,4,3,0,0,4
Old Madras Road,1100.0,70.0,2,1,0,3,2
Devanahalli,1500.0,46.8,2,1,2,2,2
BTM 2nd Stage,1500.0,450.0,2,1,0,2,4
Singasandra,525.0,56.0,5,2,0,2,4
Electronics City Phase 1,1015.0,56.0,2,1,0,0,2
Gottigere,812.0,26.0,1,0,0,2,1
Narayana Nagar 1st Block,1360.0,65.0,2,2,0,0,3
Nehru Nagar,2167.0,170.0,3,3,0,3,3
Raja Rajeshwari Nagar,1200.0,35.0,2,1,0,3,2
Gopalkrishna Nagar,1165.0,75.0,2,2,0,3,2
BTM 2nd Stage,1274.0,70.0,2,2,0,3,2
Raja Rajeshwari Nagar,1151.0,39.02,2,2,0,3,2
Vidyaranyapura,1060.0,110.0,6,3,0,2,6
Thubarahalli,1626.0,120.0,2,2,0,3,3
Banashankari Stage V,1035.0,35.77,2,2,0,3,2
Shanthi Layout,1272.0,75.0,4,0,0,2,3
Jeevan bima nagar,965.0,45.0,2,1,0,0,2
Esther Enclave Layout,1600.0,140.0,5,2,0,2,5
Kothannur,1070.0,42.79,2,1,0,3,2
Raja Rajeshwari Nagar,1570.0,65.0,2,2,0,0,3
Volagerekallahalli,1556.5949939731809,38.0,2,2,0,0,2
Keerthi Layout,780.0,25.0,2,2,0,3,2
Ganga Nagar Extension,1000.0,65.0,2,1,0,3,3
9th Phase JP Nagar,1200.0,188.0,3,2,0,2,4
Tindlu,7500.0,400.0,7,2,0,0,7
5th Phase JP Nagar,1700.0,100.0,2,3,0,0,3
Haralur Road,1850.0,110.0,3,3,0,3,3
Kereguddadahalli,904.0,30.0,2,1,0,0,2
Shikaripalya,1121.0,43.72,2,1,0,3,2
7th Phase JP Nagar,1385.0,58.17,2,2,0,3,3
Sahakara Nagar,1270.0,69.85,2,1,0,3,2
Kanakpura Road,1450.0,56.0,3,3,0,3,3
Huttanahalli,2400.0,325.0,4,2,0,2,3
Mahadevpura,730.0,35.0,1,1,0,3,1
Raja Rajeshwari Nagar,1580.0,53.56,3,3,0,3,3
Thanisandra,1111.0,50.0,2,1,0,3,2
Kengeri,1125.0,88.0,2,1,0,2,4
Varthur,977.0,36.0,2,2,0,3,2
Gunjur Palya,674.0,19.9,1,1,2,3,2
Nagarbhavi,600.0,83.0,3,1,2,2,3
Sarjapur,2540.0,115.0,4,1,0,2,4
Jakkur,1290.0,100.0,2,1,2,3,2
Kumaraswami Layout,600.0,98.0,3,1,0,2,3
Abbigere,795.0,32.54,2,1,0,3,2
Kanakpura Road,700.0,35.0,1,1,2,3,2
Ambedkar Colony,1463.0,142.0,1,1,0,0,2
Vijayanagar,1000.0,140.0,3,0,0,0,3
Reliable Woods Layout,1306.0,58.0,2,2,0,3,3
4th T block Jayanagar,2401.0,185.0,3,2,0,3,3
Bommenahalli,1670.0,135.0,3,0,0,2,4
Jayanagar,1875.0,235.0,2,3,0,0,3
Marsur,1200.0,90.0,3,1,0,2,3
Dodda Nekkundi,1804.0,121.0,3,2,0,3,3
1st Phase JP Nagar,2065.0,210.0,4,1,0,3,3
Hoskote,1225.0,40.0,3,1,0,3,3
Thanisandra,934.0,58.68,2,0,2,3,2
Bellandur,900.0,56.0,2,2,0,3,2
Binny Pete,1350.0,91.0,2,1,2,3,2
Kaggalipura,700.0,36.0,1,0,0,3,1
Mysore Road,980.0,35.175,2,0,2,3,2
Poorna Pragna Layout,1160.0,46.39,2,1,0,3,2
Hennur Road,1680.0,99.27,3,1,0,3,3
LB Shastri Nagar,1043.0,55.0,2,2,0,1,2
Hoskote,1200.0,120.0,4,1,0,2,4
Hebbal,1040.0,46.0,2,2,0,3,2
Tindlu,1357.0,65.0,2,2,0,3,3
Nayandanahalli,1600.0,104.0,7,1,0,2,7
Vibhutipura Extension,1225.0,47.0,2,2,2,3,2
Sunkadakatte,1500.0,80.0,6,1,0,2,9
Yelachenahalli,1130.0,40.0,2,2,0,3,2
Basavangudi,2500.0,150.0,4,1,0,0,4
Sultan Palaya,1700.0,120.0,3,3,0,1,3
Doddathoguru,1549.0,65.0,3,2,0,3,3
Yeshwanthpur,1400.0,100.0,2,2,0,3,2
Dodda Nekkundi,1080.0,50.0,2,2,0,3,2
Ulsoor,1180.0,100.0,2,2,0,0,2
Chandra Layout,780.0,150.0,7,3,0,2,7
Domlur,1800.0,150.0,3,2,0,3,3
Haralur Road,1225.0,67.38,2,1,2,3,2
Chandra Layout,890.0,75.0,1,1,0,0,1
Abbigere,1005.0,39.59,2,1,0,3,2
Whitefield,1320.0,95.0,2,1,0,3,2
Anandapura,1475.0,50.0,2,1,0,0,4
Kudlu Gate,1564.0,99.745,2,1,2,3,3
Hagadur,1110.0,51.0,2,2,0,3,2
Popular Colony,1300.0,54.0,2,0,2,2,2
Vajarahalli,600.0,86.0,3,1,0,2,5
Electronic City,1128.0,65.35,2,1,2,3,2
Jakkur,1452.19,100.0,2,1,2,3,2
8th block Koramangala,2400.0,290.0,3,2,0,2,3
Banashankari,2600.0,135.0,4,1,2,3,3
Sarakki Nagar,2500.0,325.0,4,2,0,3,3
Sanjay nagar,630.0,35.0,1,1,0,0,2
Hosa Road,1243.0,48.5,2,2,0,3,2
Soundarya Layout,960.0,32.0,2,2,0,0,2
"Banashankari 6th Stage ,Subramanyapura",1690.0,100.0,3,2,0,3,3
Whitefield,735.0,35.0,2,1,0,0,2
Banaswadi,1365.0,73.0,2,2,0,3,2
Rajaji Nagar,2849.0,300.0,5,0,0,3,5
Hebbal,1420.0,99.39,2,1,0,3,2
Somasundara Palya,1570.0,68.0,3,3,0,3,3
Bisuvanahalli,850.0,32.0,1,1,0,3,2
7th Phase JP Nagar,1575.0,110.0,2,2,0,3,3
Thigalarapalya,1418.0,104.0,2,2,0,3,2
Uttarahalli,1050.0,42.0,2,1,0,3,2
Hennur Road,1065.0,42.6,2,1,0,3,2
Ulsoor,1340.0,90.0,3,0,0,0,3
Yelahanka New Town,1610.0,92.0,3,2,0,3,3
Electronic City Phase II,1160.0,33.5,2,1,2,0,2
Kudlu,1092.0,44.0,2,2,0,3,2
Parappana Agrahara,1194.0,47.0,2,2,0,3,2
Yelahanka,1455.0,61.5,3,1,0,3,3
Abbigere,734.0,19.82,1,0,2,3,1
Samethanahalli,799.0,38.0,2,1,0,0,2
Whitefield,1896.0,75.0,3,1,0,0,3
Ardendale,1100.0,48.0,2,1,0,3,2
Bellandur,1350.0,79.0,2,1,0,0,2
Amarjyothi Colony,1355.0,61.0,3,1,0,3,3
Electronic City,1128.0,65.0,2,1,2,3,2
Pattanagere,1350.0,90.0,2,0,0,2,2
Cunningham Road,3875.0,864.0,3,2,0,3,3
Kasavanhalli,1493.0,82.0,3,2,0,3,3
8th Phase JP Nagar,1098.0,43.91,2,1,0,3,2
Banashankari,1900.0,170.0,2,1,0,3,3
Dollars Layout,1460.0,88.0,3,2,0,3,3
Frazer Town,2350.0,285.0,4,3,0,3,3
Horamavu Banaswadi,1600.0,140.0,5,3,0,2,5
Varthur,1091.0,32.0,2,1,0,3,2
Yelahanka,1180.0,42.0,2,3,0,3,2
Kanakpura Road,1366.0,76.85,3,1,2,3,2
RMV Extension,1685.0,95.0,3,2,0,3,3
Koramangala,1260.0,100.0,2,3,0,0,2
Whitefield,3010.0,200.0,3,2,0,2,3
Ramamurthy Nagar,1330.0,140.0,4,1,0,2,3
Mallasandra,1200.0,130.0,2,0,0,2,2
Whitefield,1346.0,96.17,2,1,2,3,2
Chandapura,630.0,13.86,1,0,2,3,1
Sarjapur  Road,1446.0,98.94,1,0,2,3,3
7th Phase JP Nagar,1850.0,140.0,3,2,0,3,3
Frazer Town,2350.0,423.0,2,0,0,2,5
Electronic City,755.0,34.0,1,1,0,3,2
Basaveshwara Nagar Yelahanka,800.0,98.0,5,2,0,2,5
Parappana Agrahara,1194.0,46.0,2,2,0,3,2
Whitefield,3850.0,316.0,5,2,2,3,3
Hebbal,4235.0,365.0,4,2,2,3,4
Kurubarahalli,800.0,52.0,1,0,2,2,1
Rachenahalli,2250.0,195.0,3,1,0,3,3
Vijayanagar,1352.0,68.0,2,2,0,3,2
Thanisandra,2002.0,112.0,3,2,0,3,3
Bileshivale,4000.0,280.0,5,1,0,2,4
Kaval Byrasandra,1060.0,45.0,2,2,0,0,2
Kanakpura Road,1419.59,59.0,2,1,0,3,3
Raja Rajeshwari Nagar,1196.0,51.15,2,2,0,3,2
Electronic City,1220.0,35.24,2,2,2,0,3
Electronics City Phase 1,1595.0,75.0,3,2,2,3,3
Banashankari,1260.0,75.0,2,3,0,3,2
Hebbal,1100.0,47.0,2,2,0,3,2
Frazer Town,1550.0,140.0,2,2,0,3,2
ISRO Layout,1180.0,52.0,2,3,0,3,2
Electronic City,4000.0,150.0,5,1,2,2,4
Akshaya Nagar,1662.0,85.0,3,2,0,0,3
Hennur,1285.0,60.0,2,1,0,3,2
Akshaya Nagar,1080.0,75.0,4,1,0,2,4
Ambedkar Nagar,1862.0,119.0,3,2,0,3,3
Raja Rajeshwari Nagar,1419.0,48.0,2,2,0,3,2
Whitefield,1410.0,43.71,3,2,2,0,3
Raja Rajeshwari Nagar,1560.0,62.4,2,2,0,3,3
Chikkabettahalli,1100.0,150.0,4,3,0,2,5
Thanisandra,1634.0,78.0,3,3,2,3,3
Ambedkar Nagar,5530.0,627.0,5,3,0,2,5
Whitefield,1150.0,44.0,2,3,0,0,3
Ashirvad Colony,1100.0,53.0,2,3,2,3,2
Yelahanka,1616.0,65.0,3,1,2,3,3
Nagavarapalya,1392.0,99.0,2,1,2,3,2
Jakkur,1798.0,120.0,3,1,2,3,3
Babusapalaya,1675.0,75.0,3,3,0,3,3
Bhuvaneswari Nagar,792.0,70.0,2,1,0,2,2
Varanasi,2000.0,103.0,4,1,0,3,5
Hongasandra,600.0,89.0,7,3,0,0,7
Hebbal,1700.0,124.0,3,2,2,3,3
Hulimavu,1248.0,69.0,2,1,0,3,2
Kalkere,1147.0,54.0,2,1,0,0,2
Sultan Palaya,1100.0,40.0,2,2,0,3,2
Vijayanagar,1527.0,115.0,3,2,0,3,3
Shantiniketan Layout,2400.0,235.0,5,2,0,2,5
Kanakpura Road,525.0,25.0,1,1,2,3,1
Kaggadasapura,1100.0,58.0,2,3,0,3,2
Seegehalli,1118.0,37.5,2,2,2,3,2
Kanakapura,1476.0,75.0,3,1,2,3,3
Gopal Reddy Layout,2100.0,75.0,3,1,0,0,3
Roopena Agrahara,1215.0,46.5,2,2,2,3,3
Ambalipura,1332.0,79.0,2,1,0,3,2
Hennur Road,1350.0,49.0,2,3,0,3,2
Kothannur,600.0,81.0,4,1,0,2,4
Haralur Road,1243.0,46.0,2,2,0,3,2
NGR Layout,1105.0,49.73,2,2,0,3,2
Padmanabhanagar,1500.0,200.0,2,1,0,2,3
Kasavanhalli,1200.0,50.0,2,2,0,3,2
Ramagondanahalli,1251.0,47.4,2,1,2,3,2
Kambipura,883.0,45.0,2,1,0,3,2
Pai Layout,1400.0,67.0,2,3,0,3,3
Rajaji Nagar,1800.0,260.0,3,3,0,3,3
Hegde Nagar,1703.0,113.0,3,2,0,3,3
NRI Layout,2500.0,130.0,5,3,0,3,5
Varthur,1250.0,71.0,3,3,0,3,3
Jigani,933.0,43.0,2,2,0,3,2
sankeswari,461.82,31.7,1,1,0,2,1
Brookefield,1262.0,75.0,2,1,0,3,2
Yelahanka,915.0,48.0,2,2,0,3,2
Panathur,1370.0,61.5,2,2,0,3,3
Malleshpalya,1210.0,55.0,2,3,0,3,2
Kodihalli,2392.0,260.0,4,2,0,3,3
T c palya,1500.0,85.0,2,0,2,2,3
Govindraja Nagar,1065.0,50.0,2,3,0,3,2
Rajaji Nagar,3100.0,570.0,4,2,0,3,4
Ramamurthy Nagar,1515.0,65.0,3,3,0,3,3
Sarjapura - Attibele Road,1800.0,110.0,4,3,2,2,4
Thanisandra,1445.0,40.31,2,3,0,3,3
Uttarahalli,1300.0,55.0,2,1,0,3,3
Vijayanagar,989.0,60.0,2,0,0,0,2
Jakkur,1300.0,85.0,2,1,0,3,2
